Model,TBS1052C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-05
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
-3.968e-03,-0.052
-3.952e-03,-0.052
-3.936e-03,-0.056
-3.920e-03,-0.056
-3.904e-03,-0.056
-3.888e-03,-0.056
-3.872e-03,-0.06
-3.856e-03,-0.06
-3.840e-03,-0.056
-3.824e-03,-0.064
-3.808e-03,-0.06
-3.792e-03,-0.064
-3.776e-03,-0.064
-3.760e-03,-0.064
-3.744e-03,-0.064
-3.728e-03,-0.064
-3.712e-03,-0.064
-3.696e-03,-0.068
-3.680e-03,-0.068
-3.664e-03,-0.068
-3.648e-03,-0.068
-3.632e-03,-0.068
-3.616e-03,-0.068
-3.600e-03,-0.072
-3.584e-03,-0.076
-3.568e-03,-0.076
-3.552e-03,-0.072
-3.536e-03,-0.076
-3.520e-03,-0.076
-3.504e-03,-0.076
-3.488e-03,-0.08
-3.472e-03,-0.076
-3.456e-03,-0.08
-3.440e-03,-0.08
-3.424e-03,-0.076
-3.408e-03,-0.08
-3.392e-03,-0.08
-3.376e-03,-0.08
-3.360e-03,-0.08
-3.344e-03,-0.08
-3.328e-03,-0.084
-3.312e-03,-0.084
-3.296e-03,-0.084
-3.280e-03,-0.084
-3.264e-03,-0.084
-3.248e-03,-0.084
-3.232e-03,-0.084
-3.216e-03,-0.088
-3.200e-03,-0.088
-3.184e-03,-0.088
-3.168e-03,-0.088
-3.152e-03,-0.088
-3.136e-03,-0.092
-3.120e-03,-0.088
-3.104e-03,-0.088
-3.088e-03,-0.092
-3.072e-03,-0.088
-3.056e-03,-0.092
-3.040e-03,-0.088
-3.024e-03,-0.092
-3.008e-03,-0.096
-2.992e-03,-0.096
-2.976e-03,-0.092
-2.960e-03,-0.088
-2.944e-03,-0.096
-2.928e-03,-0.096
-2.912e-03,-0.096
-2.896e-03,-0.096
-2.880e-03,-0.096
-2.864e-03,-0.096
-2.848e-03,-0.096
-2.832e-03,-0.096
-2.816e-03,-0.096
-2.800e-03,-0.092
-2.784e-03,-0.096
-2.768e-03,-0.1
-2.752e-03,-0.1
-2.736e-03,-0.1
-2.720e-03,-0.1
-2.704e-03,-0.1
-2.688e-03,-0.096
-2.672e-03,-0.1
-2.656e-03,-0.104
-2.640e-03,-0.1
-2.624e-03,-0.1
-2.608e-03,-0.1
-2.592e-03,-0.1
-2.576e-03,-0.1
-2.560e-03,-0.104
-2.544e-03,-0.1
-2.528e-03,-0.1
-2.512e-03,-0.104
-2.496e-03,-0.1
-2.480e-03,-0.1
-2.464e-03,-0.1
-2.448e-03,-0.1
-2.432e-03,-0.104
-2.416e-03,-0.1
-2.400e-03,-0.104
-2.384e-03,-0.104
-2.368e-03,-0.104
-2.352e-03,-0.1
-2.336e-03,-0.104
-2.320e-03,-0.1
-2.304e-03,-0.104
-2.288e-03,-0.104
-2.272e-03,-0.104
-2.256e-03,-0.1
-2.240e-03,-0.104
-2.224e-03,-0.104
-2.208e-03,-0.1
-2.192e-03,-0.1
-2.176e-03,-0.1
-2.160e-03,-0.1
-2.144e-03,-0.1
-2.128e-03,-0.104
-2.112e-03,-0.1
-2.096e-03,-0.1
-2.080e-03,-0.104
-2.064e-03,-0.1
-2.048e-03,-0.1
-2.032e-03,-0.1
-2.016e-03,-0.096
-2.000e-03,-0.1
-1.984e-03,-0.1
-1.968e-03,-0.096
-1.952e-03,-0.1
-1.936e-03,-0.1
-1.920e-03,-0.1
-1.904e-03,-0.1
-1.888e-03,-0.1
-1.872e-03,-0.096
-1.856e-03,-0.1
-1.840e-03,-0.096
-1.824e-03,-0.1
-1.808e-03,-0.096
-1.792e-03,-0.1
-1.776e-03,-0.1
-1.760e-03,-0.092
-1.744e-03,-0.096
-1.728e-03,-0.096
-1.712e-03,-0.096
-1.696e-03,-0.096
-1.680e-03,-0.096
-1.664e-03,-0.088
-1.648e-03,-0.096
-1.632e-03,-0.092
-1.616e-03,-0.092
-1.600e-03,-0.096
-1.584e-03,-0.092
-1.568e-03,-0.096
